Relatório de anúncios
1 de agosto de 2026 - 31 de agosto de 2026
Status do anúncio,URL final,URLs de beacon,Título,Título longo,Título longo 1,Título longo 2,Título longo 3,Título longo 4,Título longo 5,Título 1,Posição do título 1,Título 2,Posição do título 2,Título 3,Posição do título 3,Título 4,Posição do título 4,Título 5,Posição do título 5,Título 6,Posição do título 6,Título 7,Posição do título 7,Título 8,Posição do título 8,Título 9,Posição do título 9,Título 10,Posição do título 10,Título 11,Posição do título 11,Título 12,Posição do título 12,Título 13,Posição do título 13,Título 14,Posição do título 14,Título 15,Posição do título 15,Descrição 1,Posição da descrição 1,Descrição 2,Posição da descrição 2,Descrição 3,Posição da descrição 3,Descrição 4,Posição da descrição 4,Descrição 5,ID da imagem,Código da imagem quadrada,Código da imagem em formato de retrato,Código do logotipo,Código do logotipo no formato paisagem,Nome da empresa,ID da imagem da Rede de Display,Vídeo,Texto de call-to-action,Texto de call-to-action 1,Texto de call-to-action 2,Texto de call-to-action 3,Texto de call-to-action 4,Texto de call-to-action 5,Título da call-to-action,ID do vídeo,Banner complementar,Cor de destaque,Cor principal,Permitir cores flexíveis,Preferência de formato de anúncio,Texto da promoção,Prefixo do preço,Ativar melhorias de recursos,Ativar vídeos gerados automaticamente,Nome do anúncio,ad.device_preference,ad.display_url,Caminho 1,Caminho 2,URL final para dispositivos móveis,Modelo de rastreamento,Sufixo do URL final,Parâmetro personalizado,Campanha,Grupo de anúncios,Status,Motivos do status,Tipo de anúncio,Qualidade do anúncio,Melhorias na qualidade do anúncio,Código da moeda,CPM médio,Impr.,Interações,Taxa de interação,Custo médio,Custo,Conv. (comparável entre plataformas),Custo / conv. (comparável entre plataformas),Valor da conv. / custo (comparável entre plataformas),Taxa de conv.,Conversões,Custo / conv.
Ativado,https://copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=dm-vmc, --, --, --, --, --, --, --, --,Venda Seu Carro Online Já, --,Anuncie Seu Carro Agora, --,Venda De Carro Rápido e Seguro, --,Copart Brasil, --,Venda Com Segurança Total, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Encontre o Comprador Ideal para Seu Carro Com Segurança e Praticidade, --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato!, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --,"Venda Seu Carro Usado Rápido e Sem Complicação. Simples, Ágil e Seguro", --, --,202692135897,202672379414,202672438361; 202672461557,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD3 - URL Site Institucional, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONV | LEADS | KW: VMC  | 23/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Boa, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=institucional-site, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Está Aqui, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Usados Em Leilão, --,Ofertas De Carros Em Leilão, --,Venda De Carros Na Internet, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,02 - Patios,Pausado,pausado; campanha pausada,Anúncio responsivo de pesquisa,Pendente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=institucional-site, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Está Aqui, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Usados E Novos, --,Ofertas De Carros Em Leilão, --,Os Melhores Preços de Carros, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,02 - Patios,Pausado,pausado; campanha pausada,Anúncio responsivo de pesquisa,Pendente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=trafego&utm_term=vender, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial,1,Pensou em Vender? Vendeu,2,Venda Seu Veículo na Copart, --,Venda Seu Veículo c/ Segurança, --,Anuncie Seu Veiculo, --,Anuncie Seu Veículo para Venda, --,Venda na Copart, --,Processo Simples e Seguro, --,Anuncie a Nível Nacional, --,Seu Carro à Venda na Copart, --, --, --, --, --, --, --, --, --, --, --,Anuncie seu veículo na Copart e alcance mais de 1 milhão de usuários qualificados., --,Tenha visibilidade nacional no seu anúncio e venda online com segurança., --,Plataforma prática para anunciar e vender seu veículo com acompanhamento humanizado., --,Venda seu veículo com total segurança e acompanhamento durante todo o processo., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,LEILÃO | PESQUISA | CONVERSÃO | MEIO | LEILÃO INSTITUCIONAL | 25.09.24 +,PENSOU EM VENDER,Não qualificado,grupo de anúncios pausado,Anúncio responsivo de pesquisa,Ruim,Inclua mais palavras-chave nos seus títulos;Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 2 sitelinks ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://lp.copart.com.br/contato_copart?utm_source=google&utm_medium=cpc&utm_campaign=03-01-MR1-inst&utm_term=lp-institucional-copart, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Está Aqui, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Usados Em Leilão, --,Ofertas De Carros Em Leilão, --,Venda De Carros Na Internet, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,01 - Ampla,Não qualificado,grupo de anúncios pausado; campanha pausada,Anúncio responsivo de pesquisa,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,http://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=institucional_pesquisa&utm_content=institucional&utm_term=institucional_copart, --, --, --, --, --, --, --, --,Copart Brasil, --,Compra e Venda de Veículos, --,Encontre Veiculos Online Já, --,Negocie Veículos na Copart, --,Seu Veiculo Em Poucos Cliques, --,Leilão e Venda Direta Copart, --,Seu Novo Veiculo Na Copart, --,Vendas de Veiculos Online, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Compre Veículos Com Segurança, --, --, --, --, --, --, --, --, --, --, --,Compre veículos em leilões ou na venda direta com valores fixos. Fácil e seguro., --,Anuncie seu veiculo e alcance compradores em todo o país., --,Negocie com segurança: leilões dinâmicos e compra imediata. Confira as Ofertas, --,Venda seu veiculo sem burocracia e com acompanhamento total., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,01 - Institucional Copart,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Boa,Adicione mais títulos para aumentar suas chances de ter uma performance melhor;Inclua mais palavras-chave nas suas descrições;Adicione mais alguns títulos exclusivos ou libere alguns recursos,BRL,"3,93",11.332,5.223,"46,09%","0,01","44,48","0,00",0,"0,00","0,86%","44,87","0,99"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=trafego&utm_term=vender, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial,1,Pensou em Vender? Vendeu,2,Venda Seu Veículo na Copart, --,Venda Seu Veículo c/ Segurança, --,Anuncie Seu Veiculo, --,Anuncie Seu Veículo para Venda, --,Venda na Copart, --,Processo Simples e Seguro, --,Anuncie a Nível Nacional, --,Seu Carro à Venda na Copart, --, --, --, --, --, --, --, --, --, --, --,Anuncie seu veículo na Copart e alcance mais de 1 milhão de usuários qualificados., --,Tenha visibilidade nacional no seu anúncio e venda online com segurança., --,Plataforma prática para anunciar e vender seu veículo com acompanhamento humanizado., --,Venda seu veículo com total segurança e acompanhamento durante todo o processo., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,PESQUISA | TRÁFEGO | SALÃO DO AUTOMOVEL | 18/11/25 - 30/11/25,PENSOU EM VENDER,Não qualificado,grupo de anúncios pausado; campanha pausada,Anúncio responsivo de pesquisa,Ruim,Inclua mais palavras-chave nos seus títulos;Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 2 sitelinks ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=trafego&utm_term=salao, --, --, --, --, --, --, --, --,Copart Brasil,1,Presença Confirmada Stand C29, --,Venha Visitar Nosso Stand C29, --,Estaremos no Salão - Stand C29, --,Visite Nosso Stand - C29, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Conheça o Ecossistema Copart, tudo para negociar seu veículo. Estaremos no Stand C29", --,A plataforma Copart conecta compradores e vendedores. Estamos no Stand C29., --,Descubra a experiência Copart em nosso stand: tudo para veículos em um só ambiente online., --,Soluções online completas para compra e venda de veículos. Visite no Salão - Stand C29, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,PESQUISA | TRÁFEGO | SALÃO DO AUTOMOVEL | 18/11/25 - 30/11/25,INSTITUCIONAL - SALÃO DO AUTOMOVEL,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Ruim,Adicione mais títulos para aumentar suas chances de ter uma performance melhor;Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 1 sitelink ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=trafego&utm_term=leilao, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial,1,Leilões de Veículos Copart, --,"Leilões, Compra e Venda Online", --,Negocie Veículos Online, --,Encontre Veículos Online, --,Compre Veículos em Leilão, --,Leilões de Carros Online, --,Seu Próximo Veículo, --,Leilões Toda Semana, --,Confira Nossos Leilões, --, --, --, --, --, --, --, --, --, --, --,Participe dos leilões Copart e encontre veículos com preços competitivos. Cadastre-se, --,Veículos disponíveis semanalmente em leilões 100% online e seguros. Dê Seu Lance, --,Dê seu lance e aproveite oportunidades em diversos modelos de veículos., --,Soluções online completas para compra e venda de veículos. Acesse agora., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,PESQUISA | TRÁFEGO | SALÃO DO AUTOMOVEL | 18/11/25 - 30/11/25,LEILÃO,Não qualificado,grupo de anúncios pausado; campanha pausada,Anúncio responsivo de pesquisa,Ruim,Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 2 sitelinks ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?cid=ppc:g:brazil:portuguese:highvalue04:brand:reg, --, --, --, --, --, --, --, --,Copart Brasil Leilões Online, --,Leilão Online Copart Brasil, --,Veículos em todo Brasil, --,Copart Leilão Veículos Online, --,Participe de leilões digitais, --,Carros sinistrados, --,Cadastre-se gratuitamente, --,Oportunidade em veículos, --,Compre veículos em todo país, --,Maior portfólio de automóveis, --, --, --, --, --, --, --, --, --, --, --,A Copart é a maior leiloeira de carros do mundo e agora está no Brasil, --,Acesse a plataforma online de leilões e compre seu automóvel, --,"Cadastre-se gratuitamente. Leilões em diversas regiões do país, participe e compre online", --,Mais de 8.000 ofertas mensais. Registre-se e comece a dar lances., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[AGX] [Brand] [Copart Others],Institucional,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Boa,Adicione mais títulos para aumentar suas chances de ter uma performance melhor,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/Content/br/pt-BR/buy-it-now?utm_source=google&utm_medium=cpc&utm_campaign=trafego&utm_term=compra, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial,1,Compre Agora - Veículos, --,"Leilões, Compra e Venda Online", --,Negocie Veículos Online, --,Encontre Veículos Online, --,Veículos Avaliados, --,Compre Veículos na Copart, --,Veículos de Procedencia, --,Compra Com Transparência, --,Confiança e Segurança, --,Veículos Sem Crivo de Leilão, --, --, --, --, --, --, --, --, --,"A experiência Copart em uma nova forma de comprar, confira veículos sem crivo de leilão.", --,A plataforma Copart conecta compradores e vendedores com segurança e rapidez., --,"Encontre veículos sem histórico de leilão ou sinistros, avaliados pela nossa equipe.", --,Soluções online completas para compra e venda de veículos. Acesse agora., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,PESQUISA | TRÁFEGO | SALÃO DO AUTOMOVEL | 18/11/25 - 30/11/25,VENDA DIRETA,Não qualificado,grupo de anúncios pausado; campanha pausada,Anúncio responsivo de pesquisa,Ruim,Inclua mais palavras-chave nos seus títulos;Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 2 sitelinks ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://lp.copart.com.br/contato_copart?utm_source=google&utm_medium=cpc&utm_campaign=03-01-MR1-leilao&utm_term=lp-institucional-leilao, --, --, --, --, --, --, --, --,Compre Carros Em Leilão, --,Carros Baratos No Leilão, --,Leilões De Carros Online, --,Ofertas de Carros Em Leilão, --,Leilão de Veículos Online, --,Carros Usados em Leilão {LOCATION(City):SP}, --,Site de Leilão de Carros, --,Veja As Oportunidades Aqui, --,Leilão de Carros Acessíveis, --,Ofertas Imperdíveis de Carros, --,Seu Novo Carro Te Espera Aqui, --,Compre Carro em Leilão Online, --,Leilão De Carro Em {LOCATION(City):Todo Brasil}, --,Participe do Leilão Agora, --,Carros em Leilão Hoje, --,Compre Carros Em Leilão Online. Veja Os Preços Imperdíveis E Variedade De Opções!, --,Leilão De Carros Online Com As Melhores Ofertas {LOCATION(City):Todo O Brasil}. Confira Hoje Mesmo!, --,Leilão De Carros Online. Economize E Garanta Seu Novo Carro Com Segurança!, --,Seu Próximo Carro Está Aqui. Participe de Nossos Leilões Online E Garanta Ele!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,03.01 - [CONTÍNUO] | [P] | CONV | LEADS | KW: LEILÃO | 23/05/24 - SEM DATA,01 - Ampla,Não qualificado,grupo de anúncios pausado; campanha pausada,Anúncio responsivo de pesquisa,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=institucional_pesquisa&utm_content=patios&utm_term=patios, --, --, --, --, --, --, --, --,Copart Brasil, --,Compra e Venda de Veículos, --,Encontre Veiculos Online Já, --,Negocie Veículos na Copart, --,Seu Veiculo Em Poucos Cliques, --,Leilão e Venda Direta Copart, --,Seu Novo Veiculo Na Copart, --,Vendas de Veiculos Online, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Compre Veículos Com Segurança, --,{KeyWord:Copart Brasil}, --, --, --, --, --, --, --, --, --,Compre veículos em leilões ou na venda direta com valores fixos. Fácil e seguro., --,Anuncie seu veiculo e alcance compradores em todo o país., --,Negocie com segurança: leilões dinâmicos e compra imediata. Confira as Ofertas, --,Venda seu veiculo sem burocracia e com acompanhamento total., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,02 - Patios,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Boa,Adicione mais títulos para aumentar suas chances de ter uma performance melhor;Inclua mais palavras-chave nas suas descrições;Adicione mais alguns títulos exclusivos ou libere alguns recursos,BRL,"3,88",2.056,839,"40,81%","0,01","7,98","0,00",0,"0,00","0,48%","4,00","2,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=institucional-site, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Está Aqui, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Usados Em Leilão, --,Ofertas De Carros Em Leilão, --,Venda De Carros Na Internet, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,01 - Institucional Copart,Pausado,pausado; campanha pausada,Anúncio responsivo de pesquisa,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=institucional-site, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Está Aqui, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Usados E Novos, --,Ofertas De Carros Em Leilão, --,Os Melhores Preços de Carros, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,01 - Institucional Copart,Pausado,pausado; campanha pausada,Anúncio responsivo de pesquisa,Pendente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_leilao_institucional&utm_content=cadastro&utm_term=cadastro, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial,1,Conheça o Ecossistema Copart, --,"Leilões, Compra e Venda Online", --,Negocie Veículos Online, --,Encontre Veículos Online, --,Cadastre-se, --,Confira Nossos Serviços, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Conheça o Ecossistema Copart, tudo para negociar seu veículo. Plataforma Online Segura.", --,A plataforma Copart conecta compradores e vendedores com segurança e rapidez., --,Descubra a experiência Copart: tudo para veículos em um só ambiente online., --,Soluções online completas para compra e venda de veículos. Acesse agora., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,LEILÃO | PESQUISA | CONVERSÃO | MEIO | LEILÃO INSTITUCIONAL | 25.09.24 +,CADASTRO,Não qualificado,grupo de anúncios pausado,Anúncio responsivo de pesquisa,Na média,Adicione mais títulos para aumentar suas chances de ter uma performance melhor;Inclua mais palavras-chave nas suas descrições;Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 1 sitelink ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --, --, --, --, --,Copart Brasil, --,Venda Carros Online Fácil, --,Coloque Seu Carro A Venda, --,Venda Segura de Carros, --,Venda Seu Carro Hoje Mesmo, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Uma Solução Ágil e Descomplicada Para Vender o seu Veículo Usado, --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato!, --,Encontre O Comprador Ideal Para Seu Carro. Anuncie Seu Veículo Novo Ou Usado., --,Negocie Seu Veículo com Facilidade. Venda Rápida e Sem Complicação, --,"Com a Copart, Vender seu Carro Nunca foi tão Simples",195276635759; 195322564633; 195322789660; 195305995956,195304641975; 195277132070; 195276803135; 195322570222; 195322669081; 195305834790; 195322878688; 195277635857, --,19956692106,19956692109,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --,true,Todos os formatos, --, --,true,true, --, --, --, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio responsivo de display,Boa,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://lp.copart.com.br/venda-meu-carro?utm_source=google&utm_medium=cpc&utm_campaign=dm-vmc, --, --, --, --, --, --, --, --,Venda Seu Carro Online Já, --,Anuncie Seu Carro Agora, --,Venda De Carro Rápido e Seguro, --,Copart Brasil, --,Venda Com Segurança Total, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Encontre o Comprador Ideal para Seu Carro Com Segurança e Praticidade, --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato!, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --,"Venda Seu Carro Usado Rápido e Sem Complicação. Simples, Ágil e Seguro", --, --,202723445002,202672842401; 202692810003, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD6, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONV | LEADS | KW: VMC  | 23/01/25 - SEM DATA,VMC,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=dm-vmc, --, --, --, --, --, --, --, --,Venda Seu Carro ou Moto na Copart, --,Anuncie Seu Carro Agora, --,Seu Veículo Vendido sem Estresse, --,Copart Brasil, --,Venda Com Segurança Total, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Encontre o Comprador Ideal para Seu Carro Com Segurança e Praticidade, --,Quer vender rápido? A Copart cuida de tudo pra você. Cadastre agora, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --,A Copart conecta você aos compradores certos. Cadastre seu carro, --,Cadastre seu carro ou moto e venda fácil com a Copart. Sem complicação!,229721814438, --,229625087996,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD9 - URL Site Institucional, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONV | LEADS | KW: VMC  | 23/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
